电影ID,电影名
38398,X战记 剧场版
38400,变形金刚大电影
38406,星河战队：火星叛国者
38410,攻壳机动队SAC 2nd GIG：个别的十一人
38414,五星物语
38415,美少女战士S剧场版：竹姬的恋人
38418,铳梦
38421,梦比优斯奥特曼和奥特兄弟
38422,游戏王剧场版：光之金字塔
38423,龙珠剧场版：神龙传说
38424,次世代机动警察：首都决战
38426,海贼王特别篇萨博的故事
38427,迪迦
38428,龙珠Z剧场版12：复活的融合
38429,龙珠剧场版：摩诃不可思议大冒险
38433,美少女战士SS剧场版：九大水手战士集合！梦想黑洞的奇迹
38434,龙珠Z特别篇：绝望的反抗
38436,真·救世主传说 北斗神拳 拉欧传 殉爱之章
38438,龙珠：巴达克之章
38439,幽游白书：冥界死斗篇·炎之绊
38441,真救世主传说
38442,世界奇案的最后线索
38443,迪迦奥特曼外传 远古复苏的巨人
38444,热血街区电影版3：终极任务
38445,鲁邦三世：鲁邦VS复制人
38446,街头霸王2
38447,鲁邦三世：巴比伦黄金传说
38448,质量效应：迷途楷模
38450,龙珠GT特别篇：悟空外传
38452,无限地带23Ⅰ
38458,赛文奥特曼 我是地球人
38461,哥斯拉X摩斯拉X机械哥斯拉：东京SOS
38463,鲁邦三世：燃烧的斩铁剑
38464,亚里安
38465,哉阿斯奥特曼
38468,哥斯拉：大怪兽总攻击
38470,戴拿奥特曼 归来的哈乃次郎
38471,伊利亚：杰拉姆1
38472,哥斯拉之世纪必杀阵
38474,座头市对铁血战士
38475,怪兽王哥斯拉
38479,假面骑士
38481,侍魂2：阿斯拉斩魔传
38482,哥斯拉决战太空哥斯拉
38486,赛文奥特曼 光荣与传说
38488,哥斯拉2000
38490,无限地带23Ⅱ：告诉我你的秘密
38491,剧场版 假面骑士Agito G4计划
38497,战龙哥斯拉之三大怪兽
38499,赛文奥特曼 约定的结果
38503,赛文奥特曼 太阳能作战
38505,孔雀王 鬼还祭
38507,赛文奥特曼 EVOLUTION EPISODE：5 神秘进化记录
38508,哥斯拉之怪兽大战争
38509,雄吕血
38510,千年女王
38512,赛文奥特曼 EVOLUTION EPISODE：2 完美的世界
38513,赛文奥特曼 EVOLUTION EPISODE：1 黑暗一面
38514,孔雀王2 幻影城
38515,哥斯拉对机械哥斯拉
38516,赛文奥特曼 EVOLUTION EPISODE：4 纯真
38517,赛文奥特曼 EVOLUTION EPISODE：3 未知天地
38519,哥斯拉对美加洛
38521,孔雀王3 樱花丰穰
38525,剧场版 杰克奥特曼：恐怖的龙卷怪兽
38527,伊利亚：杰拉姆2
38529,海贼战队豪快者 THE MOVIE 空中飞行的幽灵船
38530,キリング
38531,恋人狙击手
38533,机战兵团
38534,分身战士 ALTERATION TAO
38536,未来忍者
38541,热血高校
38552,火影忍者剧场版：终章
38559,网球王子
38563,剽悍少年
38573,全职猎人剧场版：最后的任务
38575,创世纪传说：世界的彼方
38577,交响诗篇Eureka Seven彩虹满载
38589,斑马
38599,太妹刑事
38600,灰色的迷宫
38601,新网球王子OVA6 天使与圣经
38604,功夫棒球
38605,高踢少女
38614,野蛮女
38615,空手道女孩
38616,拯救宇宙
38617,绝对纯白魔法少女
38618,坏家伙2
38620,侍战队真剑者vs轰音者 银幕BANG
38636,弹丸飞人
38668,火影忍者疾风传剧场版：鸣人
38671,我的英雄学院  OAD1 解救！救援训练！
38676,羈绊 一击
38684,微笑闪士
38686,援助交际扑灭运动：地狱变
38692,冷面天使
38693,史上最强弟子兼一：新的刺客
38694,银河奥特曼特别剧场版
38696,次世代机动警察第0集：光荣的特车二课
38697,徽章战士
38699,史上最强弟子兼一：从中国来的少女
38700,史上最强弟子兼一：美丽的暗杀者
38703,史上最强弟子兼一：美丽之翼
38704,史上最强弟子兼一：来自俄罗斯的战士
38723,海贼王TV版路飞特别篇
38724,娜美篇 航海士的眼泪与牵绊
38733,海贼王特别篇：迷雾岛大冒险
38750,多罗罗
38754,命运之夜剧场版
38755,阿修罗城之瞳
38756,钢之炼金术师
38757,弃宝之岛：遥与魔法镜
38761,妖兽都市
38764,孔雀王子
38767,剧场版 灼眼的夏娜
38769,龙之纪元：追索者的黎明
38771,东京魔人学院剑风帖
38773,棺材的传说
38777,超级恶魔人
38781,斩
38782,魔界转生
38784,牙狼：红色安魂曲
38787,生化猎人
38788,拘束衣
38790,心魔大审判
38791,忍者怪物
38792,牙狼：白夜的魔兽
38794,斩魔剑 宿命之少女剑士
38796,死神OVA1：雨中的回忆
38797,极黑之翼巴鲁基萨斯
38799,修罗之介斩魔剑 死镰纹之男
38801,战国自卫队
38802,真·孔雀王
38803,牙狼：苍哭的魔龙
38806,存在者
38807,忍者龙剑传
38809,七武僧传
38810,妖精的尾巴OAD8：妖精们的惩罚游戏
38811,魔神Z对恶魔人
38814,圣兽机Guardian 
38815,妖刀传
38816,魔具少女 特盛篇OVA 夏日！泳装！合宿！
38817,朗基努斯之枪
38818,怪兽军团 死亡河童
38828,海贼王梅利篇：另一名同伴的故事
38882,新生代黑社会
38889,达克
38890,仁义的墓场
38892,烈日血战
38897,少女老大古丽拉
38903,女番长：复仇
38904,昭和残侠传
38906,如龙
38917,哭泣杀神2 风声鹤唳
38921,生锈了的刀
38928,哭泣杀神4 雄首冬狱
38933,赌一把 总头目之位
38934,红牡丹赌徒 花牌胜负
38935,緋牡丹博徒 一宿一飯
38936,杀手与太：狂犬三兄弟
38939,高校制霸 完结篇
38942,釜山行
38965,你是我的归宿
38967,隔世琴缘
38968,哥斯拉复活
38997,假面武士
39005,对决
39012,极乐世界
39131,但丁的地狱之旅
39140,神赋予的任务
39142,摄青鬼
39184,绝密跟踪
39185,卑劣的街头
39186,走到尽头
39191,王者
39195,电影就是电影
39196,江南1970
39200,中国城
39201,绿头苍蝇
39206,神之一手
39210,哭泣的男人
39212,宿命
39214,不汗党
39215,叛狱无间
39217,无籍者
39222,无赖汉
39226,下流人生
39228,海上男孩
39230,没好死
39233,日出城市
39239,暴力城市
39240,好久不见
39247,杀手泰寿
39248,生死决断
39250,热血男儿
39253,强敌
39254,拳脚刑警：唐人街
39255,将军的儿子
39256,杀欲情仇
39257,双生警贼
39274,007：幽灵党
39285,蝙蝠侠
39287,007之黑日危机
39296,007之金手指
39297,007之诺博士
39299,007之太空城
39300,007之金刚钻
39301,007之黎明生机
39302,007之金枪人
39303,超人2
39304,007之杀人执照
39305,007之八爪女
39306,007之霹雳弹
39307,007之海底城
39309,007之雷霆谷
39310,007之最高机密
39311,007之女王密使
39312,007之雷霆杀机
39314,007之你死我活
39322,超人4：和平任务
39326,纽约大逃亡
39327,李小龙：勇士的旅程
39333,伊阿宋与阿尔戈英雄
39337,铁血战士：黑暗时代
39343,名侦探福尔摩斯：海底的财宝之卷
39346,宝剑的秘密
39347,邪恶浩劫
39348,特种部队大电影
39356,钢铁骑士
39367,逆我者亡
39413,家园反击战
39429,TT3D
39443,七龙珠
39444,龙骑士
39446,胡桃夹子：魔境冒险
39449,闪灵战士
39453,希望的诞生
39454,战锤40000
39455,特种部队的崛起
39457,冥府守护犬
39458,搜寻咕噜
39460,高地人
39461,龙与地下城：秽恶之书
39462,海底三万里
39463,七金尸
39464,午夜编年史
39467,小红帽：狼人猎手
39471,辛巴达航海记
39472,永眠的诅咒
39473,诅咒骑士
39474,狮身人面像之谜
39475,活死人骑士
39480,少年印第安纳琼斯大冒险：革命历险记
39482,辛巴达穿破猛虎眼
39483,恰纳卡莱 1915
39484,屠龙十字军
39510,浪漫杀手自由人
39513,法外之徒
39515,疯狂轮滑
39525,伦敦黑帮
39542,幽灵行动阿尔法
39546,潜龙轰天
39553,爱丽丝漫游奇境
39555,幸运星卢克
39560,完全女人
39561,反击大行动
39562,剑侠唐璜
39579,神秘工作
39580,人类
39614,盲凶
39632,夺面解码
39635,狼人镇
39638,铁甲衣2：浴血奋战
39639,蓝莓上尉
39670,越狱
39690,生化危机
39705,第一滴血4
39710,天降奇兵
39721,007外传之巡弋飞弹
39730,屎诗级暴力3
39735,雷霆特警
39739,极速漂移
39745,雷霆卡丁
39747,爱情全线出击
39779,护宝奇兵
39782,骨森林3-屠夫再现
39785,极盗者
39799,黑夜传说
39800,木乃伊3
39801,刀锋战士2
39802,蝎子王
39806,魔兽战场
39807,蝎子王2：勇士的崛起
39809,吸血莱恩
39813,龙与地下城2
39818,命运之矛
39822,兽王伏魔
39833,银行女抢匪
39855,活死人黎明
39860,方托马斯的反击
39864,辛巴达航行七海
39868,红海魔影
39872,嗜血战神
39876,斯巴达克斯
39878,黑名单上的人归来
39899,安德烈：黑色的迷宫
39921,地狱神枪手
39931,魔宫夺宝奇兵皇冠大宝蒇
39933,惊爆无底洞
39935,豪勇七蛟龙续集
39936,生死剑侠
39960,德古拉3D
39961,雷霆队长与圣杯
39966,波罗地海海盗
39974,攀登梅鲁峰
39991,为爱叛逆2之逆战到底
39992,怒焰骄阳
39995,爱情至上
40010,蓝色迷情
40065,钻石诱惑
40078,贝拉行动2
40097,夺命地图
40138,暹罗决：九神战甲
40146,踢出一片天
40161,蝎子王3：救赎之战
40163,狼牙脩皇后
40175,突袭
40181,龙狼血战
40199,超能游戏者
40200,超能游戏者2
40206,俄罗斯洛丽塔
40211,特别行动日
40212,谍战方程
40219,猎狼犬
40220,护宝娇娃
40221,黑暗终结者
40225,暗夜守护者
40246,X战警
40247,生化危机2：启示录
40251,异形大战铁血战士
40258,奥德赛：海神的诅咒
40260,神鬼任务
40265,危机任务3
40267,波西·杰克逊与神火之盗
40277,超能暴力对决
40300,焦土作战
40301,血战机械人
40302,执法霸王花
40308,GSP：终极斗士
40310,午夜太阳
40313,X战警2
40318,艾丽卡
40323,剥皮行者
40326,吸血莱恩2：解脱
40328,最后的德鲁伊：加尔姆战争
40330,蜿龙
40332,阿富汗骑士动作
40336,淫媒传奇
40353,哭泣杀神
40356,战场
40357,2029星球女子监狱
40358,俘虏动作
40365,深海狂鲨
40368,哥斯拉之终极战役
40374,割脑行尸
40401,升级
40407,猫头鹰王国：守卫者传奇
40412,灵魂战车
40416,猫女
40420,涤罪天使
40421,轰天奇兵
40424,箭头
40426,末日崩塌
40441,The German
40447,火龙帝国
40449,死灵法师
40455,君主的仆人
40457,必杀技
40466,第三波
40469,狂蟒之灾
40490,Rammstein In Amerika
40501,亡魂岛
40543,阿诗玛
40551,孔雀公主
40554,霸王别姬(京剧)
40565,天仙配
40570,牡丹亭
40573,桃花扇
40574,追鱼
40576,我的黄金时代
40578,当爱情失去记忆
40586,刘巧儿
40601,白蛇传
40603,今夜有暴风雪
40607,龙女
40609,红楼梦Ⅲ 凤姐泼醋
40611,红楼梦 Ⅳ 二尤惨死
40612,柳毅传书
40614,山楂树
40615,武松与潘金莲
40620,梅兰芳的舞台艺术 下集
40623,他们在相爱
40624,渔家女
40626,西厢记
40628,生死恨
40630,鬼妹
40632,白日女鬼
40633,盘妻索妻
40634,墙头马上
40641,秋海棠
40652,洛神
40670,胭脂
40671,葵花朵朵
40690,左耳
40692,北京爱情故事
40693,有一个地方只有我们知道
40754,暖
40793,1980年代的爱情
40794,男生日记
40805,正·青春
40835,茉等花开
40845,会痛的十七岁
40849,彼岸
40860,如果没有爱
40871,枫
40886,男狐聊斋
40904,老情人
40912,敢不敢
40925,夜店北京2：女神禁区
40939,少年血
40953,爱情，猴，秦皇岛
40956,第一眼爱情
40964,37次想你
40990,孤岛
40999,时空偷渡少女
41001,遭遇海明威
41003,盲少爷的小女仆
41009,如果遇见
41014,橘子与罗兴
41020,三里屯
41026,五年模拟 三年高考
41027,涟漪往事
41028,恋爱毕设
41031,孤火
41036,慕遥东南飞
41037,你好，忧愁！
41053,逆时·恒美
41062,回到那年夏天
41068,生活而已2
41069,春困
41071,再见美人鱼
41072,茗记4：尘封追忆
41073,拾梦之旅
41074,匆匆那些年
41077,我是江小白 剧场版
41083,打死不说我爱你
41086,上海日记
41087,分手，不分手
41104,海滩救援队之食人海怪
41111,青春感恩记之
41113,未曾雕刻的时光
41116,田恨恨的世界末日梦
41123,受戒
41124,青春如期2：青春梦想
41131,伤心料理
41142,柠檬的爱情
41149,身经百战
41150,飓风之舞
41151,当我成为你
41160,危险少女
41163,青春小说
41164,星期三女孩
41165,孔雀眼
41168,距离的信念
41192,风夏
41195,青春遁走
41196,捕风
41197,原色丽人
41209,美克拉
41212,北纬1
41215,八点三十五分
41231,我的麦霸女友
41250,谢谢你来过我的青春
41252,释放的百合心
41254,青春未央
41266,歌舞日记
41270,理发师
41272,爬山小说
41273,心雨花露
41281,百合花
41290,青春喂了狗2：不一样的烟火
41291,女神时代
41297,拯救爱情
41301,熊
41397,萧红
41398,一夜未了情
41438,看不见的TA之时间裂缝
41501,幸福速递
41505,别说抱歉 别说再见
41549,笛声何处
41551,姐姐词典
41582,最熟悉的陌生人
41585,冯齐的忏悔
41586,在那里
41588,青梅
41593,无二之旅
41597,益西卓玛
41600,三缺一
41601,过去未来
41604,爸爸的木房子
41612,话梅糖
41619,一生有你
41623,赵军的秘密
41631,青丝
41640,遭遇·阮玲玉
41647,降落
41654,脆皮情书
41667,城市女孩
41675,海上旧梦
41677,海的故事
41690,下一站 友谊路
41815,校花诡异事件
41842,狐妖小红娘剧场版：月红篇
41846,张震讲故事之合租屋
41879,诡新娘
41890,我的老婆是只猫
41894,催命符之劫后重生
41906,黑月
41964,Barbie Problemas da Vida
42075,你是不是我的爱人
42085,冰刀双人舞
42091,恋爱烹饪术
42092,独当一面
42100,天皇巨星
42123,精变
42130,鬼瞳警探
42131,聊斋·席方平
42137,怒神的王国
42142,碧水双魂
42206,老魔术师
42223,牡丹仙子之皇帝诏曰
42226,极度隐私
42232,荼蘼杀机
42317,闺蜜爱人
42320,大辽太后
42403,白雪公主和七个小矮人
42414,小美人鱼
42428,仙履奇缘
42440,爱德华大夫
42469,小马王
42506,天堂之日
42560,邮差总按两次铃
42567,仙履奇缘3： 时间魔法
42571,活死人归来3
42583,阿拉丁和大盗之王
42594,詹姆斯·卡梅隆：再见泰坦尼克
42599,深锁春光一院愁
42601,欲海情魔
42632,迈克尔·杰克逊：专辑历史记录第二辑
42648,时空大挪移
42701,火树银花
42706,星际之门SG-1：众神之子 终极剪辑版
42785,中国工厂
42787,Titanic
42793,远走
42828,百老汇旋律1940
42835,血网边缘
42854,柏拉图的电影
42855,回声火炬
42898,Autumn Fire
42905,古堡藏龙
43098,心跳无限次
43297,芭比之奇幻日记
43331,爱你至死不渝
43359,绿日乐队拍短片：在九月结束的时候唤醒我
43380,缘来5通话
43382,荒野逃生
43384,女妖
43390,好莱坞100位名人电影裸体场面
43424,苹果树下
43445,真我
43451,男孩如你
43467,照片长滩
43500,十二棵圣诞树
43527,女子分手专家
43536,永恒的爱
43582,最后的夏天
43585,分手事件
43702,寂静的呐喊
43743,G片猛男日记
43752,魔法双星2
43766,失落的情人节
43771,一定是音乐
43785,死于心碎吧
43796,你想什么
43823,降临
43828,在云端
43862,夜行动物
43888,蕾切尔的婚礼
43922,大象的眼泪
43929,谜情公寓
43936,另一个地球
43943,甜蜜十一月
43947,想起了你
43954,蓝调传奇
43962,同等族群
43976,两个情人
43980,银行舞蹈
44023,他和她的孤独情事
44034,一曲倾情
44038,小可爱与拳击手
44054,情挑六月花
44065,直到我们可以
44082,他和她的孤独情事：他
44089,不确定
44094,他和她的孤独情事：她
44111,世界中心
44118,声来如此
44129,曼戈霍恩
44141,遗言
44146,坠入情网
44153,鲁斯和亚历克斯
44179,生活似流水
44195,萨凡纳
44235,潮浪王子
44247,A Very Gaga Thanksgiving
44263,詹姆斯·怀特
44264,漂浮
44267,一夜钟情
44274,死亡中惊醒
44276,又是圣诞
44278,黑磨坊
44289,弗兰克和洛拉
44294,天鹅湖
44309,蒂娜
44332,依然是玫瑰
44340,神秘影片试验计划
44356,深情
44385,飞行课
44388,性感男孩
44403,荒野一世情
44406,Loving Leah
44865,机器人总动员
45139,仰望星空
45156,39磅的爱
45242,辛巴达七海传奇
45276,格林白雪公主
45279,吸血鬼男孩
45286,月宫宝盒
45311,约瑟芬与蟑螂
45312,暗月升起
45315,火星公主
45316,生魂
45317,不朽的你
45393,电风扇和花
45686,保险被拒
45720,50英尺高的女人
45738,一夜姬情
45777,比才：卡门
45810,灰姑娘的女儿
45979,山水有相逢
45994,三笑
45995,乾隆大帝
46010,惊情
46014,情人的眼泪
46015,王老虎抢亲
46018,紫钗记
46025,三凤求凰
46031,小说家族之男烧衣
46035,你OK，我OK
46087,保持爱你
46091,男才女貌
46105,这个夏天有异性
46118,百分百感觉
46129,得闲饮茶
46132,百分百感觉2
46138,百分百感觉2003
46140,如果爱
46148,爱斗大
46155,偷吻
46156,别恋
46157,百分百啱Feel
46165,四个32A和一个香蕉少年
46167,苹果咬一口
46174,初恋滋味
46186,拥抱每一刻花火
46188,魔术男
46195,好心相爱
46196,同居关系
46204,蓝调海之恋
46210,非常青春期
46213,爱情麦芽糖
46217,约书亚树1951：詹姆斯·迪恩一页
46228,某日某月
46230,错体人
46235,冒牌天皇
46236,北京之夏
46246,放肆
46247,南华梦飞翔
46319,摄氏零度·春光再现
46342,小亲亲
46358,华丽之后
46370,心灵之境
46375,她认出了风暴：萧红和她的黄金时代
46415,野玫瑰之恋
46429,有人说爱我
46435,左岸
46438,偏偏
46441,花团锦簇
46444,湍流番外篇：声音
46617,紫宅
46731,回头太难
46817,紫霞
46826,蛇王子
46828,天神剑女
46829,惊梦魂
46881,勃起之后
46948,千禧愿
47006,黑社会档案之黑金帝国
47027,滚滚红尘
47030,蝴蝶梦：梁山伯与祝英台
47032,金玉良缘红楼梦
47035,最后的
47046,湖畔幽魂
47049,沙滩上的月亮
47059,星情花园
47061,女儿心
47063,童党万岁爱情
47093,渺渺
47119,十七岁的天空
47126,基因决定我爱你
47139,这一刻，爱吧2013
47146,青空
47150,我说啊，我说
47154,梦游夏威夷
47159,未来
47172,这一刻，爱吧！
47175,爱丽丝的镜子
47181,短信一月追
47195,小幸感
47200,拍卖世界的角落
47212,童女之舞
47214,丘比特女孩
47220,那年夏天的浪声
47227,7匹狼
47232,初恋的故事
47242,公寓春光
47248,雙
47251,泥巴色的纯白
47254,没完没了的夏天
47255,抬头遇见自己
47258,咖啡不加糖
47259,夏日之诗
47261,天亮以后不分手
47262,心恋
47265,美味情歌
47269,柜子开了
47279,神奇的洗衣机
47289,公主在台北彻夜未眠
47294,歌迷小姐
47295,同学会
47297,三橘之恋
47299,等爱
47303,爱与勇气
47305,再見夏天
47306,百日孤寂
47307,脚趾上的星光
47309,扣扳机
47313,阳光果冻
47314,秋霞
47315,风云高手
47321,抢来的人生
47325,RELY
47326,那个夏天
47399,女蛹
47470,烟雨红颜
47471,纵身一跃
47485,爱情限量版
47551,海马洗头
47555,與男友的前女友密談
47559,荒城之月
47578,无声情人
47662,家在兰若寺
47746,真真的爱
47771,言叶之庭
47790,恋爱地图
47794,蜂蜜与四叶草
47795,追逐繁星的孩子
47803,星之声
47804,近距离恋爱
47819,凉宫春日的消失
47826,偷偷爱着你SP
47841,不要嘲笑我们的性
47842,等待，只为与你相遇
47846,青春之旅
47853,妹妹恋人
47859,海月姬
47861,爱我生活
47875,东京糖衣巧克力
47877,只要你说你爱我
47887,虞美人盛开的山坡·父与子300天的战争
47890,Little DJ 小小恋爱物语
47895,我才不会对黑崎君说的话言听计从
47911,团子大家族：另一个世界 智代篇
47917,最后的爱，最初的爱
47923,幸运情人草
47924,沙漏
47943,团子大家族：另一个世界 杏篇
47944,我和少女，还有猫
47945,今天的吉良同学
47946,变身
47964,文学少女 剧场版
47966,境界的彼方 剧场版 未来篇
47972,情人钥匙
47978,樱兰高校男公关部
47983,春风物语2：彩虹色的玻璃
47986,蜂蜜与四叶草 LF特别篇
47990,花样男子
48003,海胆煎饼
48013,被狙击的学园
48023,堀桑与宫村君 OVA
48037,阳光中的青时雨
48039,再见，少女
48044,一吻定情电影版1：高中篇
48045,绯色恋
48051,白线流：二十岁的风
48055,青春之旅 TV未放送第13话
48065,通学电车
48070,神之谜
48071,美好世界终结时
48074,文学少女回忆录1：梦见少女的前奏曲
48076,手机男友
48078,白线流：就算过了做梦的时候
48086,消极的快乐，电锯的边缘
48087,小鸟游六花·改 剧场版 中二病也要谈恋爱！
48093,棒球英豪  大学篇：在那之后的你
48097,青春之旅 OAD - unwritten -
48098,文学少女回忆录2：天空飞舞天使的镇魂曲
48099,恋爱禁止的世界
48102,春风物语5：晴朗青空
48106,恋爱小说
48107,文学少女回忆录3：恋爱少女的狂想曲
48108,我的青春恋爱物语果然有问题 第二季 OVA
48115,与她正确的游戏方法
48120,樱桃派
48123,告白实行委员会：喜欢上你的那个瞬间
48126,一吻定情电影版2：大学篇
48130,我们的战争
48135,内裤之穴
48136,天使的诱惑
48155,战神：只是爱着你 电影版
48156,堀桑与宫村君 OVA3
48157,春之语
48159,灼眼的夏娜：恋爱温泉的校外学习
48173,今天开始恋爱吧 2
48183,奶油柠檬
48184,路人女主的养成方法
48186,圣母在上OVA5：贵安，姊姊
48187,与40岁女，90天内结婚
48191,神样家族
48193,心动舞台
48194,同级生
48196,高智能方程式赛车 TV总集篇
48198,回忆录
48203,有你的小镇：黄昏交叉点 OAD2
48209,新橙路：那个夏天的开始
48213,一吻定情电影版3：求婚篇
48218,某首爱的诗
48220,上海恋香
48224,第二个夏天，不再遇见的你
48229,我愛你in TOKYO
48230,放浪男孩OVA 只有我被笑话 
48231,强吻
48245,背叛的街角
48256,充满胸口的爱
48265,沉溺爱歌
48267,东京金盏花
48272,It
48275,两个人一起走的路
48277,纯情房东俏房客 春季特别篇
48278,在你不知道的地方世界在转动
48279,新函馆人
48281,福冈恋爱白书6
48283,纯情房东俏房客 圣诞特别篇
48287,第七次纪念
48292,橘色奇迹 -未来-
48293,鹡鸰女神 短篇OVA 第一次外出
48296,心跳回忆
48297,渐渐淡薄的记忆
48299,天使的梯子
48304,小岛时报
48305,你的秘密 我的心
48306,福星小子完结篇
48308,Deep Love 2 host
48311,宝贝公主 Paradise 0
48314,涉谷區圓山町
48316,架向星空之桥 OVA
48317,青春之蹉跎
48326,福星小子3：记得我的爱
48328,激钢人3 热血大决战！
48333,青春H2 ぱぴぃオールドマン
48336,乱反射
48337,花样明星
48340,玻璃女神2
48346,不对称
48348,魔法天使Creamy Mami Curtain Call
48356,魔法先生涅吉！ OVA 夏
48363,电影与音乐的相遇
48364,草莓百分百OVA：恋爱开始了
48518,甜心巧克力
48558,双头女
48575,遇到百分之百的女孩
48611,寄生木
48625,日正当中的星空
48630,梦幻银河
48646,蓝海美人
48664,时雨之记
48669,莱佛士酒店
48674,三个月亮
48678,农业小饿女
48687,新雪国
48691,孤独星球
48693,海边的恋人们
48704,漫画肉与我
48757,元气少女缘结神OVA：神明 幸福美满
48792,我的狐仙女友：真夏的大谢肉祭
48795,爆弹小新娘
48799,天降之物：桃源乡计划
48803,祝福的钟声 OVA
48869,爱能看见
48916,命运之夜 无限剑制 Sunny Day
48930,天守物语
48983,名侦探柯南：章节ONE 变小的名侦探
49050,大奥华之乱 SP 悲恋的尽头
49152,初雪
49190,蜥蜴
49215,玛德琳
49232,少女怪谈
49236,香气
49245,超感觉情侣
49248,第四课时推理领域
49265,姐姐走了
49268,春天有爱
49288,落樱
49310,爱丽丝：季节的缝隙
49312,无独有偶
49314,恋爱教主
49345,夏都故事
49352,品行不良
49358,Beyond the ONEDAY Story of 2PM 
49362,有时候
49600,我的百事通男友洪班长
49621,宝利来的使用方法
49646,原始性犯
49818,乐韵情天
49859,大奖赛
49996,救救我
50063,比利提斯俱乐部的女儿们
50073,悲怆
50089,绿鱼
50102,不速之客：嘉宾
50160,石玫瑰再临
50179,基男心计
50185,我们曾是潮水
50186,手铐情人
50198,打断的早晨
50203,不平凡的乔
50205,在海边
50208,袋狼
50234,当淑女遇到宅男
50327,五号路口
50340,缪斯
50342,爱情逆行
50405,约翰·韦恩的崇拜者
50431,2016美国公告牌音乐大奖
50444,唐尼采蒂 歌剧
50464,雾夜奇缘
50561,伊恩·斯通之死
50562,千年血后
50563,水晶鞋与玫瑰花
50565,黑魔王
50571,克罗莫狼人
50573,黑水晶
50581,时光倒流三十年
50653,戴安娜：她的自述
50720,临界
50785,夏日吊带裙
50812,夏令营
50814,叻女夏令营
50833,和理发师的美好一天
50843,人人都说我爱你
50847,蠢男孩
50849,爱情的名字
50853,你在我梦中如此长久
50858,神婆美少女
50861,基佬小子，基督已死
50862,一段小历史
50877,我非佳人
50888,阿格拉蕾
50891,今年暑假玩失身
50894,不存在的世界
50899,瞳中艳阳
50905,卡地亚 - 爱情天注定
50915,逛巴黎
50916,贩毒五壮士
50931,千万别想
50933,刀锋爱痕2
50937,奥玛
51012,分屏：一个爱情故事
51037,面包店的女孩
51038,无头男人
51055,夜幕下的故事
51134,伦巴
51165,人约巴黎
51197,莫里哀情史
51203,穿越九千公里献给你
51208,爱情只能持续三年
51230,削笔工匠
51263,小裁缝
51273,爱情专卖店
51317,讨我欢心
51326,曲线
51351,我的冒牌男友
51365,一个农场姑娘的故事
51379,结束后的开始
51387,谎言与背叛
51392,法式爱情电影
51399,反复无常
51400,巴黎浪漫旅程
51403,此处禁止溺水
51408,日落前决定爱不爱你
51411,十字修女会站台
51414,未被察觉
51422,鸦片
51428,时光穿梭
51435,缘分天定
51439,我的空中生活
51446,博闻强记的博马舍
51588,月亮坪的秘密
51597,灯塔路口
51600,水与火的传说
51622,出航
51786,小法黛特
51866,41秒
51910,小提琴
51920,啤酒花
51921,太阳大道
51931,爱的浪潮
51932,双胞胎
51937,深夜疯狂追女记
51938,给魔鬼一个女儿
51941,公平竞争
51942,尽在不言中
51947,Wilhelmsburg的一个晚上
51951,私语月下人
51961,三人天堂
51978,系统错误乐队：当莺歌跳起舞
52085,男男呼啦圈
52130,最孤独的星球
52165,欲望大酒店
52168,波希米亚人
52175,艾拉女士
52182,汉娜的旅程
52200,甜蜜宝贝
52203,这只是开始
52299,男人心
52440,同居女友
52452,错放的世界
52477,十四岁的爱情
52491,等待黎明2
52493,心之探戈
52498,罗马童话
52506,情圣卡萨诺瓦Il
52510,危情黑吃黑
52511,马塞罗 马塞罗
52591,冷静与热情之间
52668,蝴蝶夫人
52684,爱情的呼唤
52725,金玫瑰洞2
52773,普契尼 歌剧电影
52836,过夜
52843,爱失禁
52847,加百列
52850,纵然无声
52851,昔日重来
52853,浓情伊比萨
52865,炎热之城
52870,很抱歉，如果我叫爱情
52873,少年潜望镜
52878,Pagafantas
53007,离殇
53012,安娜和马努埃尔
53013,斗牛士
53032,早晨7点35分
53058,Diez minutos
53165,恋爱犯规
53170,废柴学院
53180,侦探芭比
53197,抱抱我新郎
53201,爱莎
53278,鬼丈夫
53359,终成眷属
53362,伦敦梦
53478,想听到说相爱
53504,甜甜圈
53514,我们两三人
53519,邻家有爱
53542,苦乐人生
53543,暧昧同室
53546,最后的爱
53547,未死之躯
53548,恋恋一夏
53551,爱神的星跳
53554,泰国女妖
53556,新年甜心
53558,初爱
53563,泰国派2
53607,早安，琅勃拉邦
53613,下一页，爱
53627,真爱旋律
53691,小战象2
53707,情迷美人鱼
53734,人头蛊
53785,近在眼前
53794,绿色小象
53824,贵族之家
53838,柴科夫斯基
53860,海的女儿
53865,魔画
53899,性与哲学
53945,阁楼之花
53947,早安，少年
53948,银色小路
53966,这男孩
53983,温馨赤子情
53986,绝不松开我的拳头
54073,我知道她是个男孩
54165,魔法之王
54166,恶魔咆哮4
54214,桑妮·黎翁
54216,卡蒂丝
54261,空宅鬼影
54308,王尔德的夜莺与玫瑰
54317,心动频率
54318,白色恋人
54353,吸血鬼女王
54388,哈尔的移动城堡
54389,天空之城
54392,幽灵公主
54401,红猪
54425,人生果实
54441,超时空要塞：可曾记得爱
54443,她的回忆
54486,我和我的女孩
54497,超时空要塞 Flash Back 2012
