电影ID,电影名
9363,警察故事2013
9365,邻家特工
9367,关云长
9368,西游记女儿国
9369,奇门遁甲
9370,桃花运
9373,妖铃铃
9378,低俗喜剧
9379,绝地逃亡
9381,嫁个有钱人
9382,前任2：备胎反击战
9383,金鸡
9385,人间喜剧
9386,东成西就2011
9387,苏乞儿
9388,太极2：英雄崛起
9390,血滴子
9391,神奇侠侣
9393,新娘大作战
9394,喜马拉亚星
9396,我的特工爷爷
9398,我爱HK 开心万岁
9399,封神传奇
9400,行运一条龙
9401,破·局
9402,大丈夫
9403,机器侠
9405,老笠
9406,神奇燕尾服
9407,临时同居
9408,冲锋车
9409,江湖告急
9410,干柴烈火
9411,王牌逗王牌
9413,机器之血
9414,八星抱喜
9415,大武当之天地密码
9416,陀地驱魔人
9417,鲛珠传
9418,赌侠大战拉斯维加斯
9420,赌侠1999
9421,金鸡SSS
9422,望夫成龙
9424,江山美人
9425,扑克王
9426,鸭王
9427,一本漫画闯天涯
9428,雀圣2：自摸天后
9429,那夜凌晨，我坐上了旺角开往大埔的红VAN
9430,盗马记
9432,2012喜上加喜
9434,人约离婚后
9436,悬赏
9437,神探驾到
9438,超级经纪人
9439,无价之宝
9440,爆笑角斗士
9441,小偷阿星
9442,降魔传
9446,男人如衣服
9447,翡翠明珠
9449,诡镇
9450,龙凤茶楼
9451,喵星人
9452,午夜出租车
9454,神枪手与智多星
9455,潮性办公室
9456,麦兜·饭宝奇兵
9457,妃子笑
9458,长短脚之恋
9459,救僵清道夫
9460,冲锋陷阵
9461,大丈夫2
9462,摇滚藏獒
9463,最佳福星
9464,中华赌侠
9465,表姐，你好嘢！
9466,刑警兄弟
9467,天生不对
9468,抢红
9469,生化寿尸
9470,打工皇帝
9472,赌侠2002
9473,将计就计
9474,西谎极落之太爆太子太空舱
9475,烂滚夫斗烂滚妻
9477,死神傻了
9479,爱情不NG
9483,恶人报喜
9484,一本漫画闯天涯II妙想天开
9485,群星会
9486,求爱大作战
9487,千王1991
9488,赌侠之人定胜天
9489,龙咁威2
9490,运财五福星
9491,七擒七纵七色狼
9492,给野兽献花
9493,流氓差婆
9494,猛龙特囧
9496,福星闯江湖
9497,全力扣杀
9498,死开啲啦
9499,打雀英雄传
9500,醒狮
9501,拳精
9502,小小小警察
9503,八喜临门
9505,监狱不设防
9507,谈谈情 说说性
9508,搏击迷城
9509,娱乐之王
9510,左麟右李
9511,丐世英雄
9512,靓女差馆
9513,烂赌英雄
9514,神探马如龙
9515,花心大少
9516,大小不良
9517,我要发达
9518,八宝奇兵
9519,神打
9520,佛跳墙
9521,冒牌皇帝
9522,猪标一族
9523,夜夜伴肥娇
9524,真味小厨王
9525,老虎田鸡
9526,三十处男
9527,膨风英雄
9528,警察扒手两家亲
9529,起尾注
9530,我来自纽约
9531,血战铜锣湾
9532,天真有牙
9533,狗咬狗骨
9534,拳神小子
9535,水浒笑传之黑店寻宝
9536,黑侠VS赌圣
9537,拍案惊奇
9538,蛇妖世界
9539,通天拍档
9541,鬼马姑爷仔
9542,细圈仔
9543,摩登菩呢提
9544,整蛊大亨
9545,吃人井
9546,双星伴月
9547,爱情保险
9557,奇迹男孩
9563,我是路人甲
9565,失孤
9577,可爱的你
9578,神经侠侣
9579,极速天使
9581,决战食神
9582,我要成名
9583,男人不可以穷
9586,金鸡2
9589,柔道龙虎榜
9590,打擂台
9592,女人本色
9601,一狱一世界：高登阔少蹲监日记
9607,花旗小和尚
9609,肥猫流浪记
9610,浪漫风暴
9614,废柴同盟
9615,地久天长
9618,天作之盒
9620,算吧啦，老豆！
9623,流浪汉世界杯
9624,散打
9625,低一点的天空
9627,生命因爱动听
9628,灿烂这一刻
9634,20
9636,电单车
9638,命悬800公里
9642,赤子拳王
9646,寻龙诀
9650,一步之遥
9651,狄仁杰之通天帝国
9655,功夫之王
9657,画壁
9667,童梦奇缘
9671,防弹武僧
9674,梦中人
9675,芳香之城传奇
9676,追日
9677,灵狐
9678,福禄寿三星报喜
9679,奇缘
9680,金燕子
9681,麻衣传奇
9682,聊斋志异
9683,阴阳界
9684,阴阳路13：花鬼
9685,聊斋志异之孽欲孤魂
9686,阴阳路14：双鬼拍门
9687,释迦牟尼佛传
9688,摧花神龙教
9689,鬼娘子
9690,阴阳判官
9691,聊斋志异续集
9692,养鬼仔
9693,聊斋志异三集
9694,毒咒
9695,艳降
9696,猛鬼咒
9697,13号凶宅
9698,天煞
9699,赌魂
9704,金陵十三钗
9707,亲爱的
9719,扫毒
9727,新少林寺
9736,大追捕
9737,救火英雄
9742,再说一次我爱你
9745,忠烈杨家将
9750,一路有你
9754,常在我心
9761,五月八月
9762,勇敢爱之末日来电
9763,笨小孩
9764,爱的世界
9770,一条叫王子的狗
9771,告別有情天
9772,提款机
9793,圣诞玫瑰
9794,公主复仇记
9796,天水围的夜与雾
9798,雏妓
9802,出轨的女人
9804,天生一对
9807,花魁杜十娘
9808,川岛芳子
9809,潘金莲之前世今生
9810,性工作者2：我不卖身，我卖子宫
9819,女子监狱
9820,师奶兵团
9821,竞雄女侠秋瑾
9823,战·无双
9824,短暂的生命
9826,花街时代
9830,炮打双灯
9832,大嫂
9836,应召女郎1988
9839,现代应召女郎
9840,红粉
9841,夺命佳人
9842,没有老公的日子
9843,神奇两女侠
9844,疯狂主妇
9845,莎莎嘉嘉站起来
9846,等爱的女人
9847,庙街皇后
9849,月亮的秘密
9850,赤裸狂奔
9851,野蛮的温柔
9854,出嫁女
9855,董小宛
9856,四千金
9857,爱情多壮丽
9858,星星月亮太阳 
9860,飞女正传
9862,妈妈离家上班去
9863,风流大夫
9865,K女士
9866,金瓶少女
9867,春梦
9868,杜十娘怒沉百宝箱
9869,迷人漩涡
9871,相思河畔
9873,玫瑰我爱你
9880,门徒
9884,线人
9886,黄海
9887,无间道风云
9888,黑社会
9889,杀破狼
9893,大上海
9894,黑社会2：以和为贵
9902,机动部队
9904,金钱帝国
9907,一个好爸爸
9909,一个字头的诞生
9910,江湖
9914,古惑仔情义篇之洪兴十三妹
9919,英雄本色2018
9922,黑白森林
9923,Laughing Gor之变节
9926,九龙冰室
9928,同谋
9932,卧虎
9933,同门
9934,我的老婆是大佬3
9935,毒。诫
9938,野兽刑警
9941,扎职
9942,顺流逆流
9943,黑白道
9944,阿嫂
9945,龙在边缘
9946,致命罗密欧
9948,天行者
9949,狂兽
9950,旺角监狱
9951,猛龙
9954,再见阿郎
9955,撕票风云
9956,江湖最后一个大佬
9957,黑白迷宫
9960,新家法
9962,洪兴仔之江湖大风暴
9963,旺角揸fit人
9964,潜龙风云
9965,青苔
9966,恶战
9967,上海皇帝之雄霸天下
9968,野兽之瞳
9969,再见古惑仔
9970,挑战者
9971,庙街十二少
9972,风雨同路
9973,知法犯法
9974,五虎将之决裂
9975,学校风云
9977,灭门
9979,至尊无上之永霸天下
9981,我在黑社会的日子
9982,赌城大亨之新哥传奇
9984,赌城大亨II之至尊无敌
9985,省港旗兵2：兵分两路
9986,龙腾四海
9988,茶舞
9989,杀手蝴蝶梦
9990,义胆群英
9991,天若有情2之天长地久
9992,濠江风云
9993,黑狱断肠歌之砌生猪肉
9995,江湖龙虎斗
9996,黑白战场
9997,葬礼上的角斗
9998,新英雄本色
10000,最后胜利
10001,蓝江传之反飞组风云
10002,狱中龙
10003,爱与诚
10004,刀手
10005,庙街故事
10006,大决斗
10008,惊天大贼王
10009,借兵
10010,明月照尖东
10012,愈堕落，愈英雄
10014,龙之家族
10015,三不管
10016,四大探长
10017,马永贞
10019,江湖有道
10020,险角
10021,太子传说
10024,黑道风云之收数王
10025,旺角风云
10026,正将
10027,肝胆相照
10028,龙虎新风云
10029,9413
10030,四大家族之龙虎兄弟
10032,城寨出来者
10035,旺角的天空
10036,第一茧
10037,义胆雄心
10038,新边缘人
10039,西环的故事
10040,义本无言
10041,轰天龙虎会
10042,悍匪
10043,保卫战队之出动喇！朋友！
10044,飙城
10045,慈云山十三太保
10046,成记茶楼
10047,一九四九之劫后英雄传
10049,爱在黑社会的日子
10050,英雄正传
10053,猎头
10054,洪兴十三妹之欲望之城
10055,大耳窿
10056,我爱唐人街
10057,金榜题名
10058,轰天绑架大富豪
10059,钵兰街大少
10060,新大小不良
10061,旺角街头
10062,徐老虎与白寡妇
10063,马路英雄
10064,龙之争霸
10065,横行霸盗
10066,大哥成
10067,杀科
10068,江湖接班人
10070,江湖水
10073,古惑女2
10074,黑道福星
10075,血战铜锣湾2
10076,仇连环
10077,边缘岁月
10078,上海1920
10080,尖东双虎
10081,黄埔滩头
10082,虎胆女儿红
10083,快乐的小鸡
10084,火爆浪子
10085,绝不低头
10086,地头龙
10087,砵兰街马王
10088,越青
10089,狱凤
10091,街女
10092,龙虎智多星
10093,勇闯天下
10094,旺角的天空3之终极边缘
10095,引郎入室
10096,踩线
10098,家法
10099,黑鹰
10100,珠江恩仇记
10102,新建身份
10104,江湖子弟
10105,陷阱边沿
10107,四二六
10108,黑色迷墙
10109,狱凤之杀出重围
10110,江湖了断
10111,血在风上
10112,金榜题名之流氓社工
10113,那些年，我们一起追的女孩
10114,志明与春娇
10115,东邪西毒
10116,色，戒
10118,卧虎藏龙
10119,喜宴
10120,牯岭街少年杀人事件
10121,向左走
10122,大红灯笼高高挂
10123,东邪西毒：终极版
10124,最好的时光
10125,推手
10126,悲情城市
10127,妈妈再爱我一次
10128,五月天追梦
10129,暗恋桃花源
10130,红玫瑰白玫瑰
10131,风柜来的人
10132,鲁冰花
10133,侠女
10134,搭错车
10135,龙门客栈
10136,空山灵雨
10137,山中传奇
10138,窗外
10139,无言的山丘
10140,稻草人
10141,海上花
10143,蛇鹤八步
10144,我是一片雲
10145,假如我是真的
10146,我要活下去
10147,川流之岛
10148,滑稽时代
10149,小城故事
10150,秋决
10151,欢颜
10152,八百壮士
10153,灵与欲
10154,好小子3：苦儿流浪记
10155,燃烧吧，火鸟
10156,豆花女
10157,老夫子
10158,大哥大
10159,飞啊！卡夫卡
10160,六祖慧能传
10161,玉卿嫂
10162,为人民服务
10163,山顶上的钟声
10164,霹雳兵燹
10165,却上心头
10166,碧云天
10167,最完美的女孩
10168,鬼马五福星
10169,超级班长
10170,破晓时分
10171,冬暖
10172,欢乐龙虎榜
10173,去年冬天
10174,追魂伞
10175,飞侠阿达
10176,大漠紫禁令
10177,问斜阳
10178,西施
10179,上岸的鱼
10180,立体奇兵
10181,父子关系
10182,水云
10183,新死亡游戏
10184,辛十四娘
10185,赌王斗千王
10186,落鹰峡
10187,一代枭雄曹操
10188,霹雳英雄榜之江湖血路
10189,源
10190,童党万岁
10191,鹤形刁手螳螂腿
10193,不能说的秘密
10194,听说
10195,小时代
10196,海角七号
10197,艋舺
10198,爱
10199,小时代2：青木时代
10200,第36个故事
10201,女朋友
10202,小时代3：刺金时代
10204,大灌篮
10205,盛夏光年
10207,恋爱通告
10208,星空
10209,被偷走的那五年
10210,天台爱情
10212,转山
10213,一页台北
10214,破风
10215,逆光飞翔
10216,爱的发声练习
10217,翻滚吧！阿信
10218,九降风
10219,初恋红豆冰
10220,练习曲
10221,刺青
10222,花吃了那女孩
10223,最遥远的距离
10224,恋恋风尘
10225,新天生一对
10226,吃吃
10227,五月之恋
10228,等一个人咖啡
10230,夏天的尾巴
10231,如梦
10232,沉睡的青春
10233,童年往事
10234,带我去远方
10235,夏天协奏曲
10236,麻将
10237,台北晚九朝五
10238,六弄咖啡馆
10240,杀手欧阳盆栽
10241,六号出口
10242,爱到底
10243,人鱼朵朵
10244,很想和你在一起
10245,寻找周杰伦
10246,追爱大布局
10247,情非得已之生存之道
10248,爱情万岁
10249,变身超人
10250,回到爱开始的地方
10251,囧男孩
10252,宝米恰恰
10253,漂浪青春
10254,鸡排英雄
10255,第四张画
10256,不能说的夏天
10257,闺蜜2
10258,青禾男高
10259,PK
10260,青少年哪吒
10261,大野狼和小绵羊的爱情
10262,街角的小王子
10263,少年不戴花
10264,经过
10265,南国再见，南国
10266,针尖上的天使
10267,当爱来的时候
10268,骇战
10269,烈日当空
10270,七天爱上你
10271,逃学外传
10273,报告老师！怪怪怪怪物！
10274,听见下雨的声音
10275,光阴的故事
10276,234说爱你
10277,阳阳
10278,指甲刀人魔
10279,时光倒流的话
10280,第一次的亲密接触
10281,秘果
10282,阿嬷的梦中情人
10283,命运化妆师
10284,情牵一线
10285,艾草
10286,少年往事
10287,想幸福的人
10288,阵头
10289,学校霸王
10290,指间的重量
10291,乱青春
10292,小毕的故事
10293,明天记得爱上我
10294,热带鱼
10295,混混天团
10297,一年之初
10298,爱情灵药
10299,一万公里的约定
10300,一席之地
10301,爱别离
10302,茱丽叶
10303,志气
10304,最萌身高差
10305,美丽在唱歌
10306,飞跃情海
10307,逆转胜
10308,河豚
10309,黑暗之光
10310,三个夏天
10311,强尼凯克
10312,国士无双
10314,他们在毕业的前一天爆炸 精华版
10315,52赫兹，我爱你
10316,最后的诗句
10317,初恋风暴
10318,恋爱大赢家
10320,这一刻，爱吧2014
10321,深海
10322,自行我路
10323,星月无尽
10324,我的美丽与哀愁
10325,尼罗河女儿
10326,好孩子
10327,阿莉芙
10328,爱情来了
10329,酷马
10330,晚9朝5
10331,B420
10332,背着你跳舞
10333,天黑
10334,沿海岸线征友
10335,晴天娃娃
10336,一颗红豆
10337,游园地
10338,角头
10339,当我们同在一起
10340,暑假作业
10341,大稻埕
10342,行动代号：孙中山
10343,艳光四射歌舞团
10344,消失打看
10345,甜·秘密
10346,练·恋·舞
10347,等待飞鱼
10348,在那河畔青草青
10349,共犯
10350,给19岁的我自己
10351,奇妙的旅程
10352,巧克力重击
10353,穿墙人
10354,我们都是这样长大的
10355,黑白
10356,小百无禁忌
10357,午夜照相馆
10358,极乐宿舍
10359,太阳的孩子
10360,不完全恋人
10361,想飞
10362,白蚁：欲望谜网
10363,鱼狗
10364,我们全家不太熟
10365,基隆
10366,17号出入口
10367,走出五月
10368,孽子
10369,好小子之游侠儿
10370,彩霞满天
10371,马卓
10372,假如没有你
10373,变幻的年代
10374,恋人
10375,神探·李奥
10376,西门町
10377,报告班长
10378,黑猫大旅社
10379,过站
10380,致闺蜜：被遗忘的那个她
10381,极光之爱
10382,少年吔，安啦
10383,咸豆浆
10384,电哪吒
10385,骚人
10386,毕业旅行笑翻天
10387,城市映像-台北篇
10388,台北二一
10389,起毛球了
10390,阳光橱窗
10391,寂寞芳心俱乐部
10392,槟榔西施
10393,未尽之路
10394,国中女生
10396,不一样的月光
10397,2分20秒
10398,芳草碧连天
10399,以爱为名
10400,幸福快递
10401,带我去月球
10402,到不了的地方
10403,秋天日记
10404,给未来的信
10405,误差
10406,三角地
10407,住在十字架里的母亲
10408,恋恋海湾
10409,熊熊爱上你
10410,果酱
10411,神算
10412,球来就打
10413,中国女兵
10414,我的少女时代
10415,安安
10416,美
10418,月光少年
10419,那一年曾做错的事
10420,奔向彩虹
10421,我，十九岁
10423,白棉花
10424,缺角一族
10426,痴情男子汉
10427,回声
10428,痞子遇到愛
10429,揍他一顿
10430,医生
10431,黑皮与白牙
10432,成年礼
10433,牺牲之旅
10434,小忻黑夜
10435,又见春天
10436,校园档案
10437,翻个墙
10438,闪亮的日子
10439,儿子老子
10440,爱的面包魂
10441,西城童话
10442,皮克青春
10443,今天不回家
10444,小爸爸的天空
10445,原来你还在
10446,泽水困
10447,同班同学
10448,杀人计划
10449,遗落的玻璃珠
10450,旧梦不须记
10451,18岁的勇气
10452,十六公里长的夜
10453,看见天堂
10454,那些在台北发生的事
10455,竹篱笆外的春天
10456,不爱练习曲
10457,怎么浪漫都可以
10458,重返艾泽拉斯
10459,白色酢浆草
10460,小卒战将
10461,热情
10462,六局下半
10463,一九九五年闰八月
10464,飞跃情海之浮生若梦
10466,你那好冷的小手
10467,寂寞的十七岁
10468,春风
10469,女生追男生
10470,辣妹天使
10471,洛希极限
10472,歧路天堂
10473,国四英雄传
10474,真假千金
10475,燃烧吧！机车
10476,小孩
10498,云水谣
10500,血观音
10501,大佛普拉斯
10502,相爱相亲
10510,健忘村
10517,军中乐园
10519,念念
10528,少女小渔
10535,停车
10545,花漾
10547,独立时代
10548,征婚启事
10549,恐怖分子
10550,夜奔
10553,父后七日
10559,饮食男女-好远又好近
10565,美好的意外
10566,冬冬的假期
10567,我们的精神角落
10568,遗忘
10569,到阜阳六百里
10575,十七岁
10578,一路顺风
10581,爸
10585,团圆
10586,客途秋恨
10588,海滩的一天
10589,醉·生梦死
10591,泪王子
10593,对风说爱你
10597,河流
10599,戏梦人生
10600,追爱
10601,青梅竹马
10602,落跑吧爱情
10604,猎艳
10607,大尾鲈鳗
10610,不散
10612,儿子的大玩偶
10614,逗阵儿
10615,多桑
10617,这儿是香格里拉
10618,亲爱的奶奶
10621,孤恋花
10623,台北星期天
10628,百日告別
10630,台北异想
10631,新年头老日子
10639,钢琴木马
10641,带一片风景走
10644,不见
10645,红柿子
10649,流浪神狗人
10655,是梦
10657,那天妈妈来看我
10659,野狼与玛莉
10661,在水一方
10664,眼泪
10666,最想念的季节
10667,我这样过了一生
10669,金大班的最后一夜
10670,回光奏鸣曲
10671,桂花巷
10672,冰毒
10681,昨日的记忆
10686,为你而来
10692,魔法时刻
10693,早安台北
10694,旧情照相馆
10700,春游
10701,远夏
10702,候鸟来的季节
10704,太平天国
10707,飘落的羽毛
10710,油麻菜籽
10712,女汤
10713,德布西森林
10714,晓光
10716,云的模样
10717,爱造飞鸡
10719,我的充气恋人
10723,爱的蟹逅
10727,与爱别离
10728,月光下，我记得
10729,顺云
10730,台上台下
10731,心灵之歌
10732,秋天的蓝调
10737,心锁
10738,我们都不应该讨论爱情
10739,两千三百万种死法
10740,神戏
10744,我踏浪而来
10746,家事提案
10748,洋洋
10749,你愿意了吗
10751,你的今天和我的明天
10754,酒是故乡浓
10755,自画像
10757,订做我的她
10758,白花飘雪花飘
10759,长情万缕
10761,融入美利坚
10763,黛比的幸福生活
10765,野莲香
10766,我的拼湊家庭
10771,大内密探灵灵狗
10775,痞子英雄之全面开战
10777,刺陵
10781,未来警察
10787,臭屁王
10788,甜蜜杀机
10790,总铺师
10791,宝岛双雄
10798,我不做大哥好多年
10800,台北夜蒲团团转
10801,漫画王
10802,笑林老祖
10805,恋爱排班表
10810,超级三等兵
10812,销售奇姬
10813,宝岛漫波
10814,四大金钗
10815,大钓哥
10817,贪心鬼见鬼
10818,超级天兵之机车班长
10822,骗术奇中奇
10823,骗术大观
10824,看见你就笑
10826,茅山斗僵尸
10827,情人的情人
10828,菟丝花
10830,抢救老爸
10833,岁月神偷
10851,单车上路
10856,拍卖春天
10859,汪洋中的一条船
10863,下一个奇迹
10864,新鲁冰花：孩子的天空
10869,燃烧吧！欧吉桑
10874,世界第一麦方
10878,报告班长2
10883,一泡而红
10885,武当少年
10888,樱时
10890,古镜幽魂
10895,妈祖
10896,神选者
10898,人鬼蛇狐大决斗
10933,祖孙情
10936,生命无限公司
10951,愿望清单
10955,我的妈妈
10957,时之繁花
10958,乌龙小子流浪记
10959,我的阿嬤是太空人
10960,记得我们爱过
10977,日常对话
10979,红衣小女孩2
10988,双镯
10996,怨女
10999,替身
11005,伤痕
11007,看海的日子
11009,杀夫
11010,五个女子与一根绳子
11012,落山风
11014,你我之间
11015,少妇的秘密
11016,海上皇宫
11017,吉林的月光
11018,嫁妆一牛车
11019,我的爱
11020,晓之春
11021,望海的母亲
11023,北投最后一班列车
11026,天堂口
11027,黑金
11031,火烧岛
11034,钮扣人
11037,人在江湖
11039,火烧岛之横行霸道
11043,角头2：王者再起
11044,新赌国仇城
11045,大哥大续集
11046,只要为你活一天
11047,条子阿不拉
11048,林北小舞
11049,禁海苍狼
11050,阿呆
11051,流氓世家
11052,千与千寻
11053,你的名字。
11054,告白
11055,入殓师
11056,被嫌弃的松子的一生
11057,秒速5厘米
11058,速度与激情7
11059,萤火虫之墓
11060,菊次郎的夏天
11061,一一
11062,花与爱丽丝
11063,迷失东京
11064,哆啦A梦：伴我同行
11065,关于莉莉周的一切
11066,红辣椒
11067,罗生门
11068,小森林 冬春篇
11069,四月物语
11070,导盲犬小Q
11071,燕尾蝶
11072,挪威的森林
11073,赛德克·巴莱
11074,千年女优
11075,小偷家族
11076,七武士
11077,咒怨
11078,步履不停
11079,忠犬八公物语
11080,盗钥匙的方法
11081,东京审判
11082,无人知晓
11083,梦旅人
11084,心动
11085,攻壳机动队
11086,花火
11087,比海更深
11088,赛德克·巴莱(上)：太阳旗
11089,东京物语
11090,赛德克·巴莱(下)：彩虹桥
11091,河童之夏
11092,坏孩子的天空
11093,最后的武士
11094,在世界中心呼唤爱
11095,火影忍者剧场版：博人传
11096,编舟记
11097,辉夜姬物语
11098,福音战士新剧场版：破
11099,紫日
11100,浪客剑心 真人版
11101,攻壳机动队2：无罪
11102,福音战士新剧场版：序
11103,五个扑水的少年
11104,黑客帝国动画版
11105,那年夏天，宁静的海
11106,新世纪福音战士剧场版：Air
11107,宋家皇朝
11108,福音战士新剧场版：Q
11109,座头市
11110,父辈的旗帜
11111,吸血鬼猎人D
11112,深夜食堂2
11113,失乐园
11114,东京家族
11115,哆啦A梦：新·大雄的日本诞生
11116,梦
11117,影子武士
11118,银魂完结篇：直到永远的万事屋
11119,秋刀鱼之味
11120,新世纪福音战士剧场版：死与新生
11121,豪勇七蛟龙
11122,追捕
11123,烟花
11124,极恶非道2
11125,黄昏的清兵卫
11126,伊豆的舞女
11127,海贼王剧场版Z
11128,用心棒
11129,星月童话
11130,樱桃小丸子：来自意大利的少年
11131,异邦人：无皇刃谭
11132,星际牛仔：天国之门
11133,生之欲
11134,虎！虎！虎！
11135,热血高校3
11136,一公升的眼泪
11137,攻壳机动队2
11138,切腹
11139,晚春
11140,投靠女与出走男
11141,有顶天酒店
11142,雨月物语
11143,蜘蛛巢城
11144,性爱狂想曲
11145,怪谈
11146,永远的三丁目的夕阳之1964
11147,吴清源
11148,午夜凶铃3：贞相大白
11149,乱马OVA：邪恶之鬼
11150,剑风传奇 黄金时代篇1：霸王之卵
11151,龙珠Z：神与神
11152,椿三十郎
11153,佛兰德斯的狗
11154,幸福的黄手帕
11155,浪客剑心：星霜篇
11156,剑风传奇 黄金时代篇3：降临
11157,虫师 蚀日之翳
11158,麻辣教师电影版
11159,奏鸣曲
11160,鳗鱼
11161,记我的母亲
11162,永远的0
11163,铁道员
11164,死者田园祭
11165,远山的呼唤
11166,望乡
11167,女人步上楼梯时
11168,人证
11169,麦秋
11170,天使禁猎区
11171,大菩萨岭
11173,青春残酷物语
11174,砂之女
11175,世上最快的印地安摩托
11176,棋魂·通往北斗杯之路
11177,惊爆点
11178,楢山节考
11179,咒怨：终结的开始
11180,哆啦A梦：新·大雄的大魔境
11181,浮草
11182,情迷意乱
11183,细雪
11184,早安
11185,战国英豪
11186,砂之器
11187,秋日和
11188,春琴抄
11189,彼岸花
11190,其后
11191,机动警察剧场版1
11192,机器的复兴：第1部
11193,黑执事：大西洋之书
11194,圈套剧场版4：最后的舞台
11195,不射之射
11196,盗信情缘
11197,夺命剑
11198,敦煌
11199,浪客剑心：给维新志士的镇魂歌
11200,中途岛之战
11201,红胡子
11202,大雄的结婚前夜
11203,天国与地狱
11204,姿三四郎
11205,大决战！超奥特曼八兄弟
11206,机动战士高达：逆袭的夏亚
11207,机动警察剧场版2
11208,虫师 续章 荆棘之路
11209,西鹤一代女
11210,关原之战
11211,怪谈新耳袋 百物语
11212,女王的教室特别篇 后篇
11213,二十四只眼睛
11214,我出生了，但
11215,新机动战记高达W 无尽的华尔兹 特别篇
11216,W的悲剧
11217,精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜
11218,小早川家之秋
11219,修罗雪姬
11220,东京爱情故事特别篇
11221,山椒大夫
11222,泥醉天使
11223,再见箱舟
11224,史上最大作弊战争
11225,死亡的游戏
11226,泥之河
11227,新世纪福音战士剧场版：复兴
11228,乱云
11229,暗金丑岛君3
11230,早春
11231,蜡笔小新：宇宙人来袭
11232,袅袅夕阳情
11233,蒲田进行曲
11234,哆啦A梦：大雄的恐龙
11235,游戏王：次元的黑暗面
11236,裸岛
11237,宫本武藏续 一乘寺之决斗
11238,迪迦奥特曼最终圣战
11239,近松物语
11240,夏目友人帐 第五季 特别篇 游戏盛宴
11241,王立宇宙军：欧尼亚米斯之翼
11242,古畑任三郎 微笑的袋鼠
11243,残菊物语
11244,绝唱
11245,棒球英豪 没有背号的王牌投手
11246,天国车站
11247,丑闻
11248,灌篮高手 剧场版3
11249,恶汉甜梦
11250,哥斯拉
11251,地狱门
11252,一休小和尚
11253,诸神的欲望
11254,电车狂
11255,人间的条件(第一
11256,美少女战士R剧场版：花朵的约定
11257,浪客剑心：新京都篇(前篇)
11258,高桥留美子梦幻剧场 犬夜叉特别篇 黑色铁碎牙
11259,饥饿海峡
11260,无法松的一生
11261,台风俱乐部
11262,2112年 哆啦A梦诞生
11263,美好的星期天
11264,浮草物语
11265,一碗阳春面
11266,古都
11267,棒球英豪 在你离开之后
11268,低下层
11269,儿子
11270,火宅之人
11271,人情纸风船
11272,棒球英豪-风之速
11273,奈克瑟斯奥特曼剧场版
11274,人间的条件(第五
11275,头文字D 新OVA 启程之绿
11276,寅次郎的故事1
11277,南极物语
11278,人间的条件(第三
11279,命运石之门23β：境界面上的缺失之环
11280,奇诺之旅：塔之国 -Free Lance-
11281,座头市物语
11282,赤线地带
11283,浪客剑心：新京都篇(后篇)
11284,忍者小英雄
11285,霧之旗
11286,雪国
11287,狐狸的故事
11288,姊妹坡
11289,北斋漫画
11290,机动战士高达 剧场版Ⅱ 哀·战士
11291,浪华悲歌
11292,山本五十六
11293,两居室
11294,日本的夜与雾
11295,天城峡疑案
11296,棒球英豪2：再见的礼物
11297,华丽家族
11298,车站
11299,秀逗魔导士Gorgeous
11300,女人的历史
11301,新干线爆炸案
11302,疯狂的一页
11303,道顿堀川
11304,白色巨塔
11305,竹取物语
11306,长屋绅士录
11307,金环蚀
11308,庶务二课FOREVER
11309,笛吹川
11310,赤色天使
11311,兆治酒馆
11312,北国之恋：2002遗言
11313,北斗神拳 剧场版
11314,OTAKU的录像带
11315,奇想的精神：少年科学俱乐部
11316,怪女孩
11317,奥特曼物语
11318,北国之恋：1987初恋
11319,北国之恋：1983冬天
11320,海峡
11321,绿野仙踪
11322,赤穗城断绝
11323,超时空要塞Plus 剧场版
11324,哥斯拉之魔龙复仇
11325,牢笼中的妖精
11326,北国之恋：1984夏天
11327,北国之恋：1995秘密
11328,圣兽学园
11329,高桥留美子梦幻剧场 乱马1
11330,北国之恋：1992自立
11331,秋津温泉
11332,北国之恋：1989归乡
11333,浪人街
11334,日本的悲剧
11335,元禄忠臣藏 前篇
11336,啊！野麦岭
11337,残酷
11338,去往任何地方
11339,北国之恋：1998时代
11340,城市猎人：再见，我的爱人
11341,橙路：但愿回到过去
11342,武藏野夫人
11343,黑带
11344,鸿运女
11345,能登新娘
11346,森林大帝 -勇气改变未来
11347,寅次郎的故事5：望乡篇
11348,故乡
11349,不沉的骨头
11350,新世纪福音战士 第0
11351,超时空要塞7：银河在呼唤我
11352,雪夫人绘图
11353,火鸟 凤凰篇
11354,百变之星 - 不死鸟传说
11355,赛文奥特曼 比地球更久远
11356,寅次郎的故事9：柴又恋情
11357,宇宙战舰大和号 复活篇
11358,寅次郎的故事4：好梦成空
11359,炎之舞
11360,假面骑士 The First
11361,哆啦A梦回来了
11362,城市猎人 紧急直播 凶恶罪犯寒羽良的死
11363,战区88
11364,白绢之瀑
11365,港口的日本姑娘
11366,永远的人
11367,忍川之恋
11368,婚前特急-人生从17岁开始
11369,寅次郎的故事10：寅次郎美梦成真
11370,哥斯拉大战机械哥斯拉
11371,夫妇善哉
11372,寅次郎的故事29：紫阳花之恋
11373,城市猎人：保镖密令
11374,寅次郎的故事13：寅次郎失恋记
